age;job;marital;education;default;housing;loan;poutcome
31;self-employed;married;secondary;no;yes;no;unknown
38;blue-collar;married;secondary;no;yes;no;unknown
37;blue-collar;married;secondary;no;yes;no;unknown
37;services;single;unknown;no;yes;no;unknown
56;blue-collar;married;primary;no;yes;yes;unknown
51;blue-collar;married;secondary;no;yes;yes;unknown
39;blue-collar;married;secondary;no;yes;yes;unknown
49;technician;married;unknown;no;no;no;unknown
51;blue-collar;married;primary;no;yes;yes;unknown
43;self-employed;married;secondary;no;yes;no;unknown
32;services;married;secondary;no;yes;yes;unknown
29;technician;single;tertiary;no;yes;no;unknown
48;management;divorced;tertiary;no;yes;no;unknown
55;services;married;primary;no;yes;no;unknown
53;blue-collar;married;secondary;no;yes;no;unknown
47;technician;married;unknown;no;yes;no;unknown
39;management;married;tertiary;no;yes;no;unknown
31;blue-collar;single;tertiary;no;yes;yes;unknown
39;blue-collar;married;primary;no;yes;no;unknown
40;blue-collar;married;primary;no;yes;no;unknown
40;technician;single;unknown;no;yes;no;unknown
48;technician;married;secondary;no;no;no;unknown
33;technician;divorced;secondary;no;yes;yes;unknown
40;technician;married;secondary;no;yes;no;unknown
59;retired;married;primary;no;yes;no;unknown
30;technician;married;secondary;no;yes;no;unknown
31;management;single;tertiary;no;yes;no;unknown
35;unemployed;married;secondary;no;yes;no;unknown
54;technician;divorced;secondary;no;yes;no;unknown
34;admin.;single;unknown;no;yes;no;unknown
32;technician;married;secondary;no;yes;yes;unknown
56;admin.;divorced;unknown;no;yes;no;unknown
32;admin.;single;tertiary;no;yes;no;unknown
42;blue-collar;married;primary;no;yes;no;unknown
33;services;married;tertiary;no;no;no;unknown
52;entrepreneur;married;tertiary;no;yes;yes;unknown
52;services;married;secondary;no;no;no;unknown
52;blue-collar;divorced;primary;yes;yes;no;unknown
30;unemployed;divorced;secondary;no;yes;no;unknown
44;services;divorced;secondary;no;yes;no;unknown
35;admin.;married;secondary;no;yes;yes;unknown
55;management;single;secondary;no;yes;no;unknown
33;blue-collar;married;primary;no;yes;no;unknown
37;blue-collar;single;secondary;no;yes;no;unknown
42;technician;single;secondary;no;yes;no;unknown
43;unemployed;married;secondary;no;yes;no;unknown
38;entrepreneur;married;tertiary;no;yes;no;unknown
37;technician;married;secondary;no;yes;yes;unknown
31;student;single;secondary;no;yes;no;unknown
41;management;married;tertiary;no;yes;no;unknown
41;technician;married;secondary;no;yes;yes;unknown
29;student;single;secondary;no;yes;no;unknown
38;admin.;single;secondary;no;yes;no;unknown
44;self-employed;divorced;tertiary;no;yes;no;unknown
39;admin.;married;secondary;no;yes;no;unknown
28;technician;single;secondary;no;yes;no;unknown
33;blue-collar;married;secondary;no;yes;no;unknown
41;services;married;unknown;no;no;no;unknown
40;blue-collar;married;primary;no;yes;yes;unknown
29;admin.;married;secondary;no;yes;no;unknown
38;management;married;unknown;no;yes;no;unknown
32;admin.;married;tertiary;no;yes;no;unknown
45;services;married;secondary;no;yes;no;unknown
33;admin.;single;secondary;no;yes;no;unknown
34;blue-collar;married;secondary;no;yes;no;unknown
41;entrepreneur;married;unknown;no;yes;no;unknown
41;blue-collar;married;secondary;no;yes;no;unknown
35;admin.;single;secondary;no;yes;no;unknown
40;technician;single;secondary;no;yes;no;unknown
60;self-employed;married;primary;no;yes;no;unknown
47;services;divorced;secondary;no;yes;no;unknown
46;blue-collar;married;primary;no;yes;no;unknown
31;blue-collar;single;secondary;no;yes;no;unknown
49;self-employed;married;secondary;no;yes;no;unknown
29;blue-collar;married;secondary;no;yes;no;unknown
31;management;single;tertiary;no;yes;no;unknown
38;management;married;tertiary;no;yes;no;unknown
37;blue-collar;married;primary;no;yes;yes;unknown
35;technician;married;secondary;no;yes;no;unknown
31;management;single;secondary;no;yes;no;unknown
41;admin.;married;secondary;no;yes;no;unknown
46;services;married;unknown;no;yes;no;unknown
40;services;divorced;secondary;no;yes;no;unknown
29;admin.;married;secondary;no;yes;yes;unknown
49;admin.;married;secondary;no;yes;no;unknown
42;management;married;tertiary;no;yes;no;unknown
54;services;married;secondary;no;yes;no;unknown
40;management;single;tertiary;no;yes;no;unknown
53;admin.;married;secondary;no;yes;yes;unknown
49;management;married;tertiary;no;yes;no;unknown
40;blue-collar;married;primary;yes;yes;no;unknown
29;student;single;secondary;no;yes;no;unknown
36;blue-collar;married;primary;no;yes;no;unknown
37;technician;married;secondary;no;yes;no;unknown
39;services;married;secondary;no;yes;no;unknown
36;technician;married;secondary;no;yes;yes;unknown
44;entrepreneur;married;tertiary;no;yes;no;unknown
40;admin.;married;secondary;no;yes;no;unknown
49;blue-collar;married;secondary;no;yes;no;unknown
30;technician;single;unknown;no;yes;no;unknown
57;management;married;tertiary;no;yes;no;unknown
24;services;single;secondary;no;yes;yes;unknown
46;blue-collar;married;unknown;no;yes;no;unknown
33;admin.;married;secondary;no;no;no;unknown
43;services;divorced;secondary;no;yes;no;unknown
43;admin.;single;secondary;no;yes;no;unknown
40;blue-collar;divorced;primary;no;no;no;unknown
44;technician;single;unknown;no;yes;no;unknown
35;technician;single;tertiary;no;yes;yes;unknown
47;technician;married;secondary;no;yes;no;unknown
33;blue-collar;married;secondary;no;yes;no;unknown
31;admin.;married;secondary;no;yes;yes;unknown
40;blue-collar;divorced;secondary;no;yes;no;unknown
36;entrepreneur;married;tertiary;no;yes;no;unknown
56;retired;divorced;primary;no;yes;no;unknown
40;admin.;single;unknown;no;yes;no;unknown
41;admin.;divorced;secondary;no;yes;no;unknown
53;retired;married;secondary;no;yes;no;unknown
39;blue-collar;married;secondary;no;yes;no;unknown
44;blue-collar;divorced;secondary;no;yes;no;unknown
38;admin.;married;secondary;no;yes;no;unknown
54;technician;divorced;secondary;no;yes;no;unknown
58;management;married;tertiary;no;yes;no;unknown
52;blue-collar;married;primary;no;yes;no;unknown
28;admin.;single;secondary;no;yes;no;unknown
36;blue-collar;married;secondary;no;yes;no;unknown
60;retired;married;primary;no;yes;no;unknown
42;services;divorced;secondary;no;yes;no;unknown
42;admin.;married;secondary;no;yes;no;unknown
44;management;married;tertiary;no;yes;no;unknown
51;blue-collar;divorced;primary;no;yes;no;unknown
49;blue-collar;married;primary;no;yes;no;unknown
47;entrepreneur;married;unknown;no;yes;no;unknown
37;blue-collar;married;secondary;no;yes;no;unknown
34;management;married;tertiary;no;yes;no;unknown
35;services;married;secondary;no;yes;no;unknown
35;blue-collar;single;secondary;no;yes;yes;unknown
40;blue-collar;married;primary;no;yes;no;unknown
55;technician;married;secondary;no;no;no;unknown
55;retired;married;secondary;no;yes;no;unknown
35;management;single;tertiary;no;yes;no;unknown
57;blue-collar;married;primary;no;yes;no;unknown
53;management;married;tertiary;no;yes;no;unknown
41;blue-collar;married;primary;no;yes;no;unknown
57;blue-collar;married;unknown;no;yes;no;unknown
45;blue-collar;married;unknown;no;yes;no;unknown
43;blue-collar;married;primary;no;yes;no;unknown
56;self-employed;married;unknown;no;no;no;unknown
31;entrepreneur;married;tertiary;no;yes;no;unknown
37;blue-collar;single;secondary;no;yes;no;unknown
30;management;married;tertiary;no;yes;no;unknown
30;admin.;single;secondary;no;yes;no;unknown
54;blue-collar;married;secondary;no;yes;no;unknown
36;management;married;tertiary;no;yes;no;unknown
55;unemployed;married;tertiary;no;no;no;unknown
37;admin.;single;secondary;no;yes;yes;unknown
38;housemaid;married;secondary;no;yes;no;unknown
48;admin.;married;secondary;no;yes;no;unknown
55;housemaid;divorced;tertiary;no;yes;no;unknown
59;services;married;secondary;no;yes;yes;unknown
37;technician;married;secondary;no;yes;no;unknown
33;blue-collar;divorced;secondary;no;no;no;unknown
44;blue-collar;married;primary;no;yes;no;unknown
57;technician;married;secondary;no;yes;no;unknown
30;self-employed;single;tertiary;no;no;no;unknown
42;technician;married;tertiary;no;yes;yes;unknown
51;blue-collar;divorced;secondary;no;yes;no;unknown
44;admin.;divorced;secondary;no;yes;no;unknown
46;technician;married;secondary;yes;no;no;unknown
29;student;single;secondary;no;yes;no;unknown
39;blue-collar;married;primary;no;yes;no;unknown
42;services;married;secondary;no;yes;no;unknown
50;blue-collar;married;primary;no;yes;no;unknown
42;technician;single;secondary;no;yes;no;unknown
39;admin.;married;secondary;no;yes;no;unknown
55;technician;single;tertiary;no;yes;no;unknown
46;services;married;secondary;no;yes;no;unknown
42;blue-collar;married;secondary;no;yes;no;unknown
45;management;married;tertiary;no;yes;no;unknown
43;blue-collar;married;primary;no;yes;no;unknown
42;admin.;married;secondary;no;yes;no;unknown
30;admin.;married;secondary;no;no;no;unknown
47;blue-collar;married;secondary;no;yes;no;unknown
51;services;divorced;secondary;no;yes;no;unknown
38;technician;single;secondary;no;yes;no;unknown
57;technician;married;unknown;no;yes;no;unknown
42;management;divorced;tertiary;no;yes;no;unknown
32;technician;divorced;secondary;no;yes;yes;unknown
46;management;married;tertiary;no;no;no;unknown
29;student;single;tertiary;no;yes;no;unknown
59;retired;married;secondary;no;yes;no;unknown
32;blue-collar;single;secondary;no;yes;no;unknown
44;blue-collar;married;primary;no;yes;no;unknown
40;retired;married;primary;no;yes;no;unknown
31;blue-collar;single;secondary;no;yes;no;unknown
46;self-employed;married;tertiary;no;yes;no;unknown
43;management;married;tertiary;no;yes;no;unknown
34;services;married;secondary;no;yes;no;unknown
39;management;married;tertiary;no;yes;no;unknown
30;blue-collar;divorced;secondary;no;yes;yes;unknown
56;retired;married;secondary;no;yes;no;unknown
29;technician;married;secondary;no;no;no;unknown
40;blue-collar;divorced;secondary;no;yes;no;unknown
36;services;married;secondary;no;yes;no;unknown
37;blue-collar;single;secondary;no;yes;no;unknown
35;admin.;married;secondary;no;no;no;unknown
35;blue-collar;married;primary;yes;yes;no;unknown
47;services;married;primary;no;yes;no;unknown
31;services;married;secondary;no;yes;no;unknown
56;retired;single;primary;no;yes;no;unknown
57;technician;married;secondary;no;no;no;unknown
36;blue-collar;married;secondary;no;yes;no;unknown
45;self-employed;divorced;secondary;no;yes;no;unknown
47;blue-collar;married;unknown;no;yes;no;unknown
29;technician;single;tertiary;no;yes;no;unknown
57;services;married;secondary;no;no;no;unknown
45;blue-collar;married;primary;no;yes;no;unknown
31;blue-collar;single;primary;no;yes;no;unknown
31;management;divorced;tertiary;no;yes;no;unknown
37;technician;single;tertiary;no;no;no;unknown
30;technician;single;tertiary;no;yes;no;unknown
58;services;divorced;secondary;no;yes;yes;unknown
33;services;married;secondary;no;yes;no;unknown
39;blue-collar;married;primary;no;yes;no;unknown
33;blue-collar;single;primary;no;yes;no;unknown
34;services;married;secondary;no;yes;no;unknown
36;services;divorced;secondary;no;yes;yes;unknown
37;services;single;secondary;no;yes;no;unknown
35;blue-collar;married;secondary;no;yes;yes;unknown
55;retired;married;secondary;no;yes;no;unknown
34;management;single;tertiary;no;yes;no;unknown
40;management;divorced;tertiary;no;yes;no;unknown
42;blue-collar;single;primary;no;yes;no;unknown
37;blue-collar;married;secondary;no;yes;no;unknown
42;management;married;tertiary;no;yes;no;unknown
35;technician;single;secondary;no;yes;no;unknown
44;technician;divorced;secondary;no;yes;no;unknown
30;services;single;secondary;no;yes;no;unknown
45;entrepreneur;married;secondary;no;yes;no;unknown
35;blue-collar;single;unknown;yes;yes;no;unknown
36;admin.;divorced;secondary;no;yes;no;unknown
49;blue-collar;married;secondary;no;yes;no;unknown
31;blue-collar;single;secondary;no;yes;no;unknown
31;technician;single;secondary;no;yes;no;unknown
39;blue-collar;married;secondary;no;yes;no;unknown
37;services;single;secondary;no;yes;no;unknown
33;blue-collar;married;primary;no;yes;no;unknown
37;management;married;tertiary;no;yes;no;unknown
42;services;married;secondary;no;yes;no;unknown
56;blue-collar;married;secondary;no;yes;no;unknown
37;admin.;single;secondary;no;yes;yes;unknown
36;services;single;secondary;no;yes;no;unknown
29;technician;single;tertiary;no;yes;no;unknown
54;management;married;tertiary;yes;yes;yes;unknown
38;blue-collar;married;secondary;no;yes;no;unknown
43;blue-collar;divorced;secondary;no;yes;no;unknown
47;admin.;single;secondary;no;yes;no;unknown
47;blue-collar;married;secondary;no;yes;no;unknown
38;services;married;secondary;no;yes;no;unknown
40;blue-collar;married;secondary;no;yes;no;unknown
33;services;divorced;secondary;no;yes;yes;unknown
33;retired;married;secondary;no;no;no;unknown
53;admin.;divorced;unknown;no;yes;no;unknown
37;services;married;primary;no;yes;no;unknown
40;management;single;tertiary;no;yes;no;unknown
37;blue-collar;married;primary;no;yes;no;unknown
35;technician;married;secondary;no;yes;no;unknown
49;blue-collar;married;primary;no;yes;no;unknown
26;blue-collar;single;secondary;no;yes;no;unknown
38;management;single;tertiary;no;yes;no;unknown
52;self-employed;married;secondary;no;no;no;unknown
33;services;divorced;secondary;no;yes;no;unknown
31;admin.;single;secondary;no;yes;no;unknown
32;blue-collar;married;secondary;no;yes;no;unknown
35;blue-collar;single;primary;no;yes;no;unknown
55;management;divorced;tertiary;no;no;no;unknown
32;blue-collar;divorced;primary;no;yes;no;unknown
37;unknown;single;unknown;no;yes;no;unknown
45;blue-collar;married;secondary;no;yes;no;unknown
31;technician;married;secondary;no;yes;no;unknown
38;admin.;married;secondary;no;yes;no;unknown
37;services;married;secondary;no;yes;no;unknown
38;blue-collar;married;secondary;no;yes;no;unknown
33;housemaid;married;tertiary;no;yes;yes;unknown
38;blue-collar;married;primary;no;yes;no;unknown
37;management;single;tertiary;yes;yes;no;unknown
29;unemployed;married;tertiary;no;yes;no;unknown
42;management;married;tertiary;no;yes;no;unknown
40;blue-collar;married;secondary;no;yes;no;unknown
32;management;married;tertiary;no;yes;no;unknown
47;management;divorced;tertiary;no;no;yes;unknown
29;student;single;secondary;no;yes;no;unknown
53;services;divorced;primary;no;yes;yes;unknown
31;services;married;tertiary;no;yes;yes;unknown
59;blue-collar;married;secondary;no;yes;no;unknown
29;entrepreneur;married;primary;no;yes;yes;unknown
59;blue-collar;married;primary;no;yes;yes;unknown
44;blue-collar;married;primary;no;yes;no;unknown
38;admin.;single;secondary;no;yes;no;unknown
49;admin.;married;secondary;no;yes;no;unknown
43;blue-collar;married;secondary;no;yes;no;unknown
52;admin.;single;secondary;no;yes;no;unknown
40;admin.;married;secondary;no;yes;yes;unknown
32;services;married;secondary;no;yes;yes;unknown
47;admin.;married;primary;no;yes;no;unknown
33;management;married;tertiary;no;yes;no;unknown
